,Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
677,0,Hedo Turkoglu,Orlando Magic,East,"Feb 3, 2008",F,82,220,28,2000,7,2007-2008,2008,0.5
678,0,Brad Miller,Sacramento Kings,West,"Feb 3, 2008",C,84,261,31,1998,9,2007-2008,2008,0.5
679,0,Hedo Turkoglu,Orlando Magic,East,"Jan 27, 2008",F,82,220,28,2000,7,2007-2008,2008,0.5
680,0,Al Jefferson,Minnesota Timberwolves,West,"Jan 27, 2008",FC,82,289,23,2004,3,2007-2008,2008,0.5
681,0,Gerald Wallace,Charlotte Bobcats,East,"Jan 20, 2008",F,79,220,25,2001,6,2007-2008,2008,0.5
682,0,Baron Davis,Golden State Warriors,West,"Jan 20, 2008",G,75,215,28,1999,8,2007-2008,2008,0.5
683,0,Chris Bosh,Toronto Raptors,East,"Jan 13, 2008",PF,83,235,23,2003,4,2007-2008,2008,0.5
684,0,Kobe Bryant,Los Angeles Lakers,West,"Jan 13, 2008",SG,78,212,29,1996,11,2007-2008,2008,0.5
685,0,LeBron James,Cleveland Cavaliers,East,"Jan 6, 2008",F,80,250,23,2003,4,2007-2008,2008,0.5
686,0,Allen Iverson,Denver Nuggets,West,"Jan 6, 2008",G,72,165,32,1996,11,2007-2008,2008,0.5
687,0,Paul Pierce,Boston Celtics,East,"Dec 30, 2007",SF,79,235,30,1998,9,2007-2008,2008,0.5
688,0,Chris Paul,New Orleans Hornets,West,"Dec 30, 2007",PG,72,175,22,2005,2,2007-2008,2008,0.5
689,0,Joe Johnson,Atlanta Hawks,East,"Dec 23, 2007",SG,79,240,26,2001,6,2007-2008,2008,0.5
690,0,Carmelo Anthony,Denver Nuggets,West,"Dec 23, 2007",F,80,240,23,2003,4,2007-2008,2008,0.5
691,0,Paul Pierce,Boston Celtics,East,"Dec 16, 2007",SF,79,235,30,1998,9,2007-2008,2008,0.5
692,0,Brandon Roy,Portland Trail Blazers,West,"Dec 16, 2007",G,78,211,23,2006,1,2007-2008,2008,0.5
693,0,Josh Smith,Atlanta Hawks,East,"Dec 9, 2007",PF,81,225,22,2004,3,2007-2008,2008,0.5
694,0,Brandon Roy,Portland Trail Blazers,West,"Dec 9, 2007",G,78,211,23,2006,1,2007-2008,2008,0.5
695,0,Dwight Howard,Orlando Magic,East,"Dec 2, 2007",C,83,265,22,2004,3,2007-2008,2008,0.5
696,0,Stephen Jackson,Golden State Warriors,West,"Dec 2, 2007",GF,80,220,29,1997,10,2007-2008,2008,0.5
697,0,LeBron James,Cleveland Cavaliers,East,"Nov 25, 2007",F,80,250,23,2003,4,2007-2008,2008,0.5
698,0,Tony Parker,San Antonio Spurs,West,"Nov 25, 2007",G,74,185,25,2001,6,2007-2008,2008,0.5
699,0,Dwight Howard,Orlando Magic,East,"Nov 18, 2007",C,83,265,22,2004,3,2007-2008,2008,0.5
700,0,Allen Iverson,Denver Nuggets,West,"Nov 18, 2007",G,72,165,32,1996,11,2007-2008,2008,0.5
701,0,Kevin Garnett,Boston Celtics,East,"Nov 11, 2007",PF,83,240,31,1995,12,2007-2008,2008,0.5
702,0,Yao Ming,Houston Rockets,West,"Nov 11, 2007",C,90,310,27,2002,5,2007-2008,2008,0.5
703,0,Danny Granger,Indiana Pacers,East,"Nov 4, 2007",GF,81,222,24,2005,2,2007-2008,2008,0.5
704,0,Tracy McGrady,Houston Rockets,West,"Nov 4, 2007",GF,80,210,28,1997,10,2007-2008,2008,0.5
705,0,Ben Gordon,Chicago Bulls,East,"Apr 13, 2009",SG,75,200,25,2004,4,2008-2009,2009,0.5
706,0,Brandon Roy,Portland Trail Blazers,West,"Apr 13, 2009",G,78,211,24,2006,2,2008-2009,2009,0.5
707,0,Dwight Howard,Orlando Magic,East,"Apr 6, 2009",C,83,265,23,2004,4,2008-2009,2009,0.5
708,0,Jason Kidd,Dallas Mavericks,West,"Apr 6, 2009",PG,76,210,35,1994,14,2008-2009,2009,0.5
709,0,Dwight Howard,Orlando Magic,East,"Mar 30, 2009",C,83,265,23,2004,4,2008-2009,2009,0.5
710,0,Tony Parker,San Antonio Spurs,West,"Mar 30, 2009",G,74,185,26,2001,7,2008-2009,2009,0.5
711,0,LeBron James,Cleveland Cavaliers,East,"Mar 23, 2009",F,80,250,24,2003,5,2008-2009,2009,0.5
712,0,Chris Paul,New Orleans Hornets,West,"Mar 23, 2009",PG,72,175,23,2005,3,2008-2009,2009,0.5
713,0,LeBron James,Cleveland Cavaliers,East,"Mar 16, 2009",F,80,250,24,2003,5,2008-2009,2009,0.5
714,0,Kobe Bryant,Los Angeles Lakers,West,"Mar 16, 2009",SG,78,212,30,1996,12,2008-2009,2009,0.5
715,0,Dwyane Wade,Miami Heat,East,"Mar 9, 2009",SG,76,220,27,2003,5,2008-2009,2009,0.5
716,0,Deron Williams,Utah Jazz,West,"Mar 9, 2009",PG,75,200,24,2005,3,2008-2009,2009,0.5
717,0,Devin Harris,New Jersey Nets,East,"Mar 2, 2009",G,75,185,26,2004,4,2008-2009,2009,0.5
718,0,David West,New Orleans Hornets,West,"Mar 2, 2009",PF,81,250,28,2003,5,2008-2009,2009,0.5
719,0,Dwight Howard,Orlando Magic,East,"Feb 23, 2009",C,83,265,23,2004,4,2008-2009,2009,0.5
720,0,Pau Gasol,Los Angeles Lakers,West,"Feb 23, 2009",FC,84,250,28,2001,7,2008-2009,2009,0.5
721,0,LeBron James,Cleveland Cavaliers,East,"Feb 9, 2009",F,80,250,24,2003,5,2008-2009,2009,0.5
722,0,Pau Gasol,Los Angeles Lakers,West,"Feb 9, 2009",FC,84,250,28,2001,7,2008-2009,2009,0.5
723,0,David Lee,New York Knicks,East,"Feb 2, 2009",FC,81,245,25,2005,3,2008-2009,2009,0.5
724,0,Tony Parker,San Antonio Spurs,West,"Feb 2, 2009",G,74,185,26,2001,7,2008-2009,2009,0.5
725,0,LeBron James,Cleveland Cavaliers,East,"Jan 26, 2009",F,80,250,24,2003,5,2008-2009,2009,0.5
726,0,Andrew Bynum,Los Angeles Lakers,West,"Jan 26, 2009",C,84,285,21,2005,3,2008-2009,2009,0.5
727,0,Jameer Nelson,Orlando Magic,East,"Jan 19, 2009",G,72,190,27,2004,4,2008-2009,2009,0.5
728,0,Chris Paul,New Orleans Hornets,West,"Jan 19, 2009",PG,72,175,23,2005,3,2008-2009,2009,0.5
729,0,Dwight Howard,Orlando Magic,East,"Jan 12, 2009",C,83,265,23,2004,4,2008-2009,2009,0.5
730,0,Kobe Bryant,Los Angeles Lakers,West,"Jan 12, 2009",SG,78,212,30,1996,12,2008-2009,2009,0.5
731,0,Rodney Stuckey,Detroit Pistons,East,"Jan 5, 2009",G,77,205,22,2007,1,2008-2009,2009,0.5
732,0,Al Jefferson,Minnesota Timberwolves,West,"Jan 5, 2009",FC,82,289,24,2004,4,2008-2009,2009,0.5
733,0,LeBron James,Cleveland Cavaliers,East,"Dec 29, 2008",F,80,250,24,2003,5,2008-2009,2009,0.5
734,0,Kobe Bryant,Los Angeles Lakers,West,"Dec 29, 2008",SG,78,212,30,1996,12,2008-2009,2009,0.5
735,0,Jameer Nelson,Orlando Magic,East,"Dec 22, 2008",G,72,190,27,2004,4,2008-2009,2009,0.5
736,0,Chris Paul,New Orleans Hornets,West,"Dec 22, 2008",PG,72,175,23,2005,3,2008-2009,2009,0.5
737,0,Al Harrington,New York Knicks,East,"Dec 15, 2008",F,81,245,29,1998,10,2008-2009,2009,0.5
738,0,Tim Duncan,San Antonio Spurs,West,"Dec 15, 2008",FC,83,250,32,1997,11,2008-2009,2009,0.5
739,0,Dwyane Wade,Miami Heat,East,"Dec 8, 2008",SG,76,220,27,2003,5,2008-2009,2009,0.5
740,0,Dirk Nowitzki,Dallas Mavericks,West,"Dec 8, 2008",PF,84,245,30,1998,10,2008-2009,2009,0.5
741,0,Devin Harris,New Jersey Nets,East,"Dec 1, 2008",G,75,185,26,2004,4,2008-2009,2009,0.5
742,0,Brandon Roy,Portland Trail Blazers,West,"Dec 1, 2008",G,78,211,24,2006,2,2008-2009,2009,0.5
743,0,Dwyane Wade,Miami Heat,East,"Nov 24, 2008",SG,76,220,27,2003,5,2008-2009,2009,0.5
744,0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 24, 2008",PF,84,245,30,1998,10,2008-2009,2009,0.5
745,0,LeBron James,Cleveland Cavaliers,East,"Nov 17, 2008",F,80,250,24,2003,5,2008-2009,2009,0.5
746,0,Chauncey Billups,Denver Nuggets,West,"Nov 17, 2008",G,75,210,32,1997,11,2008-2009,2009,0.5
747,0,LeBron James,Cleveland Cavaliers,East,"Nov 10, 2008",F,80,250,24,2003,5,2008-2009,2009,0.5
748,0,Amar'e Stoudemire,Phoenix Suns,West,"Nov 10, 2008",FC,82,245,26,2002,6,2008-2009,2009,0.5
749,0,Chris Bosh,Toronto Raptors,East,"Nov 3, 2008",PF,83,235,24,2003,5,2008-2009,2009,0.5
750,0,Chris Paul,New Orleans Hornets,West,"Nov 3, 2008",PG,72,175,23,2005,3,2008-2009,2009,0.5
751,0,Dwight Howard,Orlando Magic,East,"Apr 12, 2010",C,83,265,24,2004,5,2009-2010,2010,0.5
752,0,Dirk Nowitzki,Dallas Mavericks,West,"Apr 12, 2010",PF,84,245,31,1998,11,2009-2010,2010,0.5
753,0,Chris Bosh,Toronto Raptors,East,"Apr 5, 2010",PF,83,235,25,2003,6,2009-2010,2010,0.5
754,0,Kevin Durant,Oklahoma City Thunder,West,"Apr 5, 2010",SF,81,240,21,2007,2,2009-2010,2010,0.5
755,0,Dwyane Wade,Miami Heat,East,"Mar 29, 2010",SG,76,220,28,2003,6,2009-2010,2010,0.5
756,0,Manu Ginobili,San Antonio Spurs,West,"Mar 29, 2010",SG,78,205,32,1999,7,2009-2010,2010,0.5
757,0,Paul Pierce,Boston Celtics,East,"Mar 22, 2010",SF,79,235,32,1998,11,2009-2010,2010,0.5
758,0,Pau Gasol,Los Angeles Lakers,West,"Mar 22, 2010",FC,84,250,29,2001,8,2009-2010,2010,0.5
759,0,Andrew Bogut,Milwaukee Bucks,East,"Mar 15, 2010",C,84,260,25,2005,4,2009-2010,2010,0.5
760,0,Brandon Roy,Portland Trail Blazers,West,"Mar 15, 2010",G,78,211,25,2006,3,2009-2010,2010,0.5
761,0,Dwyane Wade,Miami Heat,East,"Mar 8, 2010",SG,76,220,28,2003,6,2009-2010,2010,0.5
762,0,Dirk Nowitzki,Dallas Mavericks,West,"Mar 8, 2010",PF,84,245,31,1998,11,2009-2010,2010,0.5
763,0,LeBron James,Cleveland Cavaliers,East,"Mar 1, 2010",F,80,250,25,2003,6,2009-2010,2010,0.5
764,0,Dirk Nowitzki,Dallas Mavericks,West,"Mar 1, 2010",PF,84,245,31,1998,11,2009-2010,2010,0.5
765,0,Dwight Howard,Orlando Magic,East,"Feb 22, 2010",C,83,265,24,2004,5,2009-2010,2010,0.5
766,0,Carlos Boozer,Utah Jazz,West,"Feb 22, 2010",PF,81,266,28,2002,7,2009-2010,2010,0.5
767,0,LeBron James,Cleveland Cavaliers,East,"Feb 8, 2010",F,80,250,25,2003,6,2009-2010,2010,0.5
768,0,Russell Westbrook,Oklahoma City Thunder,West,"Feb 8, 2010",G,75,200,21,2008,1,2009-2010,2010,0.5
769,0,Chris Bosh,Toronto Raptors,East,"Feb 1, 2010",PF,83,235,25,2003,6,2009-2010,2010,0.5
770,0,Kevin Durant,Oklahoma City Thunder,West,"Feb 1, 2010",SF,81,240,21,2007,2,2009-2010,2010,0.5
771,0,LeBron James,Cleveland Cavaliers,East,"Jan 25, 2010",F,80,250,25,2003,6,2009-2010,2010,0.5
772,0,Chauncey Billups,Denver Nuggets,West,"Jan 25, 2010",G,75,210,33,1997,12,2009-2010,2010,0.5
773,0,Stephen Jackson,Charlotte Bobcats,East,"Jan 19, 2010",GF,80,220,31,1997,12,2009-2010,2010,0.5
774,0,Carmelo Anthony,Denver Nuggets,West,"Jan 19, 2010",F,80,240,25,2003,6,2009-2010,2010,0.5
775,0,LeBron James,Cleveland Cavaliers,East,"Jan 11, 2010",F,80,250,25,2003,6,2009-2010,2010,0.5
776,0,Chris Kaman,Los Angeles Clippers,East,"Jan 11, 2010",C,84,265,27,2003,6,2009-2010,2010,0.5
777,0,Derrick Rose,Chicago Bulls,East,"Jan 4, 2010",PG,75,190,21,2008,1,2009-2010,2010,0.5
778,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 4, 2010",SF,81,240,21,2007,2,2009-2010,2010,0.5
779,0,LeBron James,Cleveland Cavaliers,East,"Dec 28, 2009",F,80,250,25,2003,6,2009-2010,2010,0.5
780,0,Kobe Bryant,Los Angeles Lakers,West,"Dec 28, 2009",SG,78,212,31,1996,13,2009-2010,2010,0.5
781,0,Dwight Howard,Orlando Magic,East,"Dec 21, 2009",C,83,265,24,2004,5,2009-2010,2010,0.5
782,0,Kobe Bryant,Los Angeles Lakers,West,"Dec 21, 2009",SG,78,212,31,1996,13,2009-2010,2010,0.5
783,0,Rodney Stuckey,Detroit Pistons,East,"Dec 14, 2009",G,77,205,23,2007,2,2009-2010,2010,0.5
784,0,Deron Williams,Utah Jazz,West,"Dec 14, 2009",PG,75,200,25,2005,4,2009-2010,2010,0.5
785,0,Kevin Garnett,Boston Celtics,East,"Dec 7, 2009",PF,83,240,33,1995,14,2009-2010,2010,0.5
786,0,Carlos Boozer,Utah Jazz,West,"Dec 7, 2009",PF,81,266,28,2002,7,2009-2010,2010,0.5
787,0,Gerald Wallace,Charlotte Bobcats,East,"Nov 30, 2009",F,79,220,27,2001,8,2009-2010,2010,0.5
788,0,Tim Duncan,San Antonio Spurs,West,"Nov 30, 2009",FC,83,250,33,1997,12,2009-2010,2010,0.5
789,0,LeBron James,Cleveland Cavaliers,East,"Nov 23, 2009",F,80,250,25,2003,6,2009-2010,2010,0.5
790,0,Kobe Bryant,Los Angeles Lakers,West,"Nov 23, 2009",SG,78,212,31,1996,13,2009-2010,2010,0.5
791,0,Brandon Jennings,Milwaukee Bucks,East,"Nov 16, 2009",G,73,170,20,2009,0,2009-2010,2010,0.5
792,0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 16, 2009",PF,84,245,31,1998,11,2009-2010,2010,0.5
793,0,Joe Johnson,Atlanta Hawks,East,"Nov 9, 2009",SG,79,240,28,2001,8,2009-2010,2010,0.5
794,0,Chris Kaman,Los Angeles Clippers,West,"Nov 9, 2009",C,84,265,27,2003,6,2009-2010,2010,0.5
795,0,Dwight Howard,Orlando Magic,East,"Nov 2, 2009",C,83,265,24,2004,5,2009-2010,2010,0.5
796,0,Carmelo Anthony,Denver Nuggets,West,"Nov 2, 2009",F,80,240,25,2003,6,2009-2010,2010,0.5
797,0,Carmelo Anthony,New York Knicks,East,"Apr 11, 2011",F,80,240,26,2003,7,2010-2011,2011,0.5
798,0,Kevin Durant,Oklahoma City Thunder,West,"Apr 11, 2011",SF,81,240,22,2007,3,2010-2011,2011,0.5
799,0,Carmelo Anthony,New York Knicks,East,"Apr 4, 2011",F,80,240,26,2003,7,2010-2011,2011,0.5
800,0,Zach Randolph,Memphis Grizzlies,West,"Apr 4, 2011",PF,81,260,29,2001,9,2010-2011,2011,0.5
801,0,Dwight Howard,Orlando Magic,East,"Mar 28, 2011",C,83,265,25,2004,6,2010-2011,2011,0.5
802,0,Kobe Bryant,Los Angeles Lakers,West,"Mar 28, 2011",SG,78,212,32,1996,14,2010-2011,2011,0.5
803,0,LeBron James,Miami Heat,East,"Mar 21, 2011",F,80,250,26,2003,7,2010-2011,2011,0.5
804,0,Kyle Lowry,Houston Rockets,West,"Mar 21, 2011",PG,73,196,24,2006,4,2010-2011,2011,0.5
805,0,Dwyane Wade,Miami Heat,East,"Mar 14, 2011",SG,76,220,29,2003,7,2010-2011,2011,0.5
806,0,Tony Parker,San Antonio Spurs,West,"Mar 14, 2011",G,74,185,28,2001,9,2010-2011,2011,0.5
807,0,Paul Pierce,Boston Celtics,East,"Mar 7, 2011",SF,79,235,33,1998,12,2010-2011,2011,0.5
808,0,Russell Westbrook,Oklahoma City Thunder,West,"Mar 7, 2011",G,75,200,22,2008,2,2010-2011,2011,0.5
809,0,Dwight Howard,Orlando Magic,East,"Feb 28, 2011",C,83,265,25,2004,6,2010-2011,2011,0.5
810,0,Kevin Martin,Houston Rockets,West,"Feb 28, 2011",SG,79,199,28,2004,6,2010-2011,2011,0.5
811,0,Dwight Howard,Orlando Magic,East,"Feb 14, 2011",C,83,265,25,2004,6,2010-2011,2011,0.5
812,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Feb 14, 2011",FC,83,260,25,2006,4,2010-2011,2011,0.5
813,0,LeBron James,Miami Heat,East,"Feb 7, 2011",F,80,250,26,2003,7,2010-2011,2011,0.5
814,0,Kevin Durant,Oklahoma City Thunder,West,"Feb 7, 2011",SF,81,240,22,2007,3,2010-2011,2011,0.5
815,0,LeBron James,Miami Heat,East,"Jan 31, 2011",F,80,250,26,2003,7,2010-2011,2011,0.5
816,0,Zach Randolph,Memphis Grizzlies,West,"Jan 31, 2011",PF,81,260,29,2001,9,2010-2011,2011,0.5
817,0,Dwight Howard,Orlando Magic,East,"Jan 24, 2011",C,83,265,25,2004,6,2010-2011,2011,0.5
818,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Jan 24, 2011",FC,83,260,25,2006,4,2010-2011,2011,0.5
819,0,Derrick Rose,Chicago Bulls,East,"Jan 18, 2011",PG,75,190,22,2008,2,2010-2011,2011,0.5
820,0,Russell Westbrook,Oklahoma City Thunder,West,"Jan 18, 2011",G,75,200,22,2008,2,2010-2011,2011,0.5
821,0,LeBron James,Miami Heat,East,"Jan 10, 2011",F,80,250,26,2003,7,2010-2011,2011,0.5
822,0,Zach Randolph,Memphis Grizzlies,West,"Jan 10, 2011",PF,81,260,29,2001,9,2010-2011,2011,0.5
823,0,Dwyane Wade,Miami Heat,East,"Jan 3, 2011",SG,76,220,29,2003,7,2010-2011,2011,0.5
824,0,Chauncey Billups,Denver Nuggets,West,"Jan 3, 2011",G,75,210,34,1997,13,2010-2011,2011,0.5
825,0,LeBron James,Miami Heat,East,"Dec 27, 2010",F,80,250,26,2003,7,2010-2011,2011,0.5
826,0,Monta Ellis,Golden State Warriors,West,"Dec 27, 2010",G,75,185,25,2005,5,2010-2011,2011,0.5
827,0,Paul Pierce,Boston Celtics,East,"Dec 20, 2010",SF,79,235,33,1998,12,2010-2011,2011,0.5
828,0,Tony Parker,San Antonio Spurs,West,"Dec 20, 2010",G,74,185,28,2001,9,2010-2011,2011,0.5
829,0,Dwyane Wade,Miami Heat,East,"Dec 13, 2010",SG,76,220,29,2003,7,2010-2011,2011,0.5
830,0,Dirk Nowitzki,Dallas Mavericks,West,"Dec 13, 2010",PF,84,245,32,1998,12,2010-2011,2011,0.5
831,0,Amar'e Stoudemire,New York Knicks,East,"Dec 6, 2010",FC,82,245,28,2002,8,2010-2011,2011,0.5
832,0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 6, 2010",G,75,200,22,2008,2,2010-2011,2011,0.5
833,0,Dwight Howard,Orlando Magic,East,"Nov 29, 2010",C,83,265,25,2004,6,2010-2011,2011,0.5
834,0,Dirk Nowitzki,Dallas Mavericks,West,"Nov 29, 2010",PF,84,245,32,1998,12,2010-2011,2011,0.5
835,0,Amar'e Stoudemire,New York Knicks,East,"Nov 22, 2010",FC,82,245,28,2002,8,2010-2011,2011,0.5
836,0,Russell Westbrook,Oklahoma City Thunder,West,"Nov 22, 2010",G,75,200,22,2008,2,2010-2011,2011,0.5
837,0,Derrick Rose,Chicago Bulls,East,"Nov 15, 2010",PG,75,190,22,2008,2,2010-2011,2011,0.5
838,0,Deron Williams,Utah Jazz,West,"Nov 15, 2010",PG,75,200,26,2005,5,2010-2011,2011,0.5
839,0,Dwight Howard,Orlando Magic,East,"Nov 8, 2010",C,83,265,25,2004,6,2010-2011,2011,0.5
840,0,Chris Paul,New Orleans Hornets,West,"Nov 8, 2010",PG,72,175,25,2005,5,2010-2011,2011,0.5
841,0,Rajon Rondo,Boston Celtics,East,"Nov 1, 2010",PG,73,186,25,2006,4,2010-2011,2011,0.5
842,0,Pau Gasol,Los Angeles Lakers,West,"Nov 1, 2010",FC,84,250,30,2001,9,2010-2011,2011,0.5
843,0,LeBron James,Miami Heat,East,"Apr 23, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
844,0,Al Jefferson,Utah Jazz,West,"Apr 23, 2012",FC,82,289,27,2004,7,2011-2012,2012,0.5
845,0,Kevin Garnett,Boston Celtics,East,"Apr 16, 2012",PF,83,240,35,1995,16,2011-2012,2012,0.5
846,0,Andrew Bynum,Los Angeles Lakers,West,"Apr 16, 2012",C,84,285,24,2005,6,2011-2012,2012,0.5
847,0,LeBron James,Miami Heat,East,"Apr 9, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
848,0,Goran Dragic,Houston Rockets,West,"Apr 9, 2012",G,75,190,25,2008,3,2011-2012,2012,0.5
849,0,Paul Pierce,Boston Celtics,East,"Apr 2, 2012",SF,79,235,34,1998,13,2011-2012,2012,0.5
850,0,Chris Paul,Los Angeles Clippers,West,"Apr 2, 2012",PG,72,175,26,2005,6,2011-2012,2012,0.5
851,0,Joe Johnson,Atlanta Hawks,East,"Mar 26, 2012",SG,79,240,30,2001,10,2011-2012,2012,0.5
852,0,Kevin Durant,Oklahoma City Thunder,West,"Mar 26, 2012",SF,81,240,23,2007,4,2011-2012,2012,0.5
853,0,Drew Gooden,Milwaukee Bucks,East,"Mar 19, 2012",FC,82,250,30,2002,9,2011-2012,2012,0.5
854,0,Andrew Bynum,Los Angeles Lakers,West,"Mar 19, 2012",C,84,285,24,2005,6,2011-2012,2012,0.5
855,0,Ersan Ilyasova,Milwaukee Bucks,East,"Mar 12, 2012",F,82,235,24,2005,4,2011-2012,2012,0.5
856,0,Monta Ellis,Golden State Warriors,West,"Mar 12, 2012",G,75,185,26,2005,6,2011-2012,2012,0.5
857,0,Derrick Rose,Chicago Bulls,East,"Mar 5, 2012",PG,75,190,23,2008,3,2011-2012,2012,0.5
858,0,Ty Lawson,Denver Nuggets,West,"Mar 5, 2012",PG,71,195,24,2009,2,2011-2012,2012,0.5
859,0,LeBron James,Miami Heat,East,"Feb 20, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
860,0,Kevin Durant,Oklahoma City Thunder,West,"Feb 20, 2012",SF,81,240,23,2007,4,2011-2012,2012,0.5
861,0,Jeremy Lin,New York Knicks,East,"Feb 13, 2012",G,75,200,23,2010,1,2011-2012,2012,0.5
862,0,Russell Westbrook,Oklahoma City Thunder,West,"Feb 13, 2012",G,75,200,23,2008,3,2011-2012,2012,0.5
863,0,Paul Pierce,Boston Celtics,East,"Feb 6, 2012",SF,79,235,34,1998,13,2011-2012,2012,0.5
864,0,Tony Parker,San Antonio Spurs,West,"Feb 6, 2012",G,74,185,29,2001,10,2011-2012,2012,0.5
865,0,LeBron James,Miami Heat,East,"Jan 30, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
866,0,Russell Westbrook,Oklahoma City Thunder,West,"Jan 30, 2012",G,75,200,23,2008,3,2011-2012,2012,0.5
867,0,Dwight Howard,Orlando Magic,East,"Jan 23, 2012",C,83,265,26,2004,7,2011-2012,2012,0.5
868,0,Marc Gasol,Memphis Grizzlies,West,"Jan 23, 2012",C,85,255,27,2007,3,2011-2012,2012,0.5
869,0,Derrick Rose,Chicago Bulls,East,"Jan 16, 2012",PG,75,190,23,2008,3,2011-2012,2012,0.5
870,0,Kobe Bryant,Los Angeles Lakers,West,"Jan 16, 2012",SG,78,212,33,1996,15,2011-2012,2012,0.5
871,0,LeBron James,Miami Heat,East,"Jan 9, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
872,0,Kobe Bryant,Los Angeles Lakers,West,"Jan 9, 2012",SG,78,212,33,1996,15,2011-2012,2012,0.5
873,0,LeBron James,Miami Heat,East,"Jan 3, 2012",F,80,250,27,2003,8,2011-2012,2012,0.5
874,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 3, 2012",SF,81,240,23,2007,4,2011-2012,2012,0.5
875,0,Carmelo Anthony,New York Knicks,East,"Apr 15, 2013",F,80,240,28,2003,9,2012-2013,2013,0.5
876,0,Kobe Bryant,Los Angeles Lakers,West,"Apr 15, 2013",SG,78,212,34,1996,16,2012-2013,2013,0.5
877,0,Carmelo Anthony,New York Knicks,East,"Apr 8, 2013",F,80,240,28,2003,9,2012-2013,2013,0.5
878,0,Nikola Pekovic,Minnesota Timberwolves,West,"Apr 8, 2013",PF,83,307,27,2008,2,2012-2013,2013,0.5
879,0,J.R. Smith,New York Knicks,East,"Apr 1, 2013",SG,78,225,27,2004,8,2012-2013,2013,0.5
880,0,Al Jefferson,Utah Jazz,West,"Apr 1, 2013",FC,82,289,28,2004,8,2012-2013,2013,0.5
881,0,LeBron James,Miami Heat,East,"Mar 25, 2013",F,80,250,28,2003,9,2012-2013,2013,0.5
882,0,James Harden,Houston Rockets,West,"Mar 25, 2013",SG,77,220,23,2009,3,2012-2013,2013,0.5
883,0,John Wall,Washington Wizards,East,"Mar 18, 2013",PG,76,210,22,2010,2,2012-2013,2013,0.5
884,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Mar 18, 2013",FC,83,260,27,2006,6,2012-2013,2013,0.5
885,0,Dwyane Wade,Miami Heat,East,"Mar 11, 2013",SG,76,220,31,2003,9,2012-2013,2013,0.5
886,0,Kobe Bryant,Los Angeles Lakers,West,"Mar 11, 2013",SG,78,212,34,1996,16,2012-2013,2013,0.5
887,0,Monta Ellis,Milwaukee Bucks,East,"Mar 4, 2013",G,75,185,27,2005,7,2012-2013,2013,0.5
888,0,Ty Lawson,Denver Nuggets,West,"Mar 4, 2013",PG,71,195,25,2009,3,2012-2013,2013,0.5
889,0,LeBron James,Miami Heat,East,"Feb 25, 2013",F,80,250,28,2003,9,2012-2013,2013,0.5
890,0,Kobe Bryant,Los Angeles Lakers,West,"Feb 25, 2013",SG,78,212,34,1996,16,2012-2013,2013,0.5
891,0,LeBron James,Miami Heat,East,"Feb 11, 2013",F,80,250,28,2003,9,2012-2013,2013,0.5
892,0,Russell Westbrook,Oklahoma City Thunder,West,"Feb 11, 2013",G,75,200,24,2008,4,2012-2013,2013,0.5
893,0,Nate Robinson,Chicago Bulls,East,"Feb 4, 2013",G,69,180,28,2005,7,2012-2013,2013,0.5
894,0,David Lee,Golden State Warriors,West,"Feb 4, 2013",FC,81,245,29,2005,7,2012-2013,2013,0.5
895,0,Kyrie Irving,Cleveland Cavaliers,East,"Jan 28, 2013",G,75,193,20,2011,1,2012-2013,2013,0.5
896,0,Tony Parker,San Antonio Spurs,West,"Jan 28, 2013",G,74,185,30,2001,11,2012-2013,2013,0.5
897,0,Carlos Boozer,Chicago Bulls,East,"Jan 21, 2013",PF,81,266,31,2002,10,2012-2013,2013,0.5
898,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 21, 2013",SF,81,240,24,2007,5,2012-2013,2013,0.5
899,0,Brandon Jennings,Milwaukee Bucks,East,"Jan 14, 2013",G,73,170,23,2009,3,2012-2013,2013,0.5
900,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 14, 2013",SF,81,240,24,2007,5,2012-2013,2013,0.5
901,0,Carmelo Anthony,New York Knicks,East,"Jan 7, 2013",F,80,240,28,2003,9,2012-2013,2013,0.5
902,0,James Harden,Houston Rockets,West,"Jan 7, 2013",SG,77,220,23,2009,3,2012-2013,2013,0.5
903,0,Monta Ellis,Milwaukee Bucks,East,"Dec 31, 2012",G,75,185,27,2005,7,2012-2013,2013,0.5
